Abbreviation	Description	Reaction	GPR	Genes	Proteins	Subsystem	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC Number	Notes	References
r_2800	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3294[w] + s_3304[w]  <=> s_3267[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2801	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3294[w] + s_3305[w]  <=> s_3267[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2802	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3294[w] + s_3306[w]  <=> s_3267[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2803	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3294[w] + s_3307[w]  <=> s_3267[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2804	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3295[w] + s_3296[w]  <=> s_3269[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2805	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3295[w] + s_3298[w]  <=> s_3269[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2806	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3295[w] + s_3300[w]  <=> s_3269[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2807	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3295[w] + s_3302[w]  <=> s_3269[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2808	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3295[w] + s_3304[w]  <=> s_3297[w] + s_3319[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2809	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3295[w] + s_3305[w]  <=> s_3299[w] + s_3319[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2810	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3295[w] + s_3306[w]  <=> s_3301[w] + s_3319[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2811	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3295[w] + s_3307[w]  <=> s_3303[w] + s_3319[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2812	lysoPC acyltransferase (1-16:0, 2-16:1), mitochondrial membrane	s_3297[w] + s_3320[w]  <=> s_3296[w] + C00010[w] 					1	0	1000	0				
r_2813	lysoPC acyltransferase (1-16:0, 2-18:1), mitochondrial membrane	s_3297[w] + C00510[w]  <=> s_3304[w] + C00010[w] 					1	0	1000	0				
r_2814	lysoPC acyltransferase (1-16:1, 2-16:1), mitochondrial membrane	s_3299[w] + s_3320[w]  <=> s_3298[w] + C00010[w] 					1	0	1000	0				
r_2815	lysoPC acyltransferase (1-16:1, 2-18:1), mitochondrial membrane	s_3299[w] + C00510[w]  <=> s_3305[w] + C00010[w] 					1	0	1000	0				
r_2816	lysoPC acyltransferase (1-18:0, 2-16:1), mitochondrial membrane	s_3301[w] + s_3320[w]  <=> s_3300[w] + C00010[w] 					1	0	1000	0				
r_2817	lysoPC acyltransferase (1-18:0, 2-18:1), mitochondrial membrane	s_3301[w] + C00510[w]  <=> s_3306[w] + C00010[w] 					1	0	1000	0				
r_2818	lysoPC acyltransferase (1-18:1, 2-16:1), mitochondrial membrane	s_3303[w] + s_3320[w]  <=> s_3302[w] + C00010[w] 					1	0	1000	0				
r_2819	lysoPC acyltransferase (1-18:1, 2-18:1), mitochondrial membrane	s_3303[w] + C00510[w]  <=> s_3307[w] + C00010[w] 					1	0	1000	0				
r_2820	phosphatidylinositol 4-kinase (1-16:0, 2-16:1), cell envelope	C00002[o] + s_3323[o]  <=> C00080[o] + C00008[o] + s_3325[o] 	(YJL100W OR YLR305C)	YJL100W YLR305C			1	0	1000	0				
r_2821	phosphatidylinositol 4-kinase (1-16:1, 2-16:1), cell envelope	C00002[o] + s_3326[o]  <=> C00080[o] + C00008[o] + s_3327[o] 	(YJL100W OR YLR305C)	YJL100W YLR305C			1	0	1000	0				
r_2822	phosphatidylinositol 4-kinase (1-18:0, 2-16:1), cell envelope	C00002[o] + s_3328[o]  <=> C00080[o] + C00008[o] + s_3329[o] 	(YJL100W OR YLR305C)	YJL100W YLR305C			1	0	1000	0				
r_2823	phosphatidylinositol 4-kinase (1-18:1, 2-16:1), cell envelope	C00002[o] + s_3330[o]  <=> C00080[o] + C00008[o] + s_3331[o] 	(YJL100W OR YLR305C)	YJL100W YLR305C			1	0	1000	0				
r_2824	phosphatidylinositol 4-kinase (1-16:0, 2-18:1), cell envelope	C00002[o] + s_3332[o]  <=> C00080[o] + C00008[o] + s_3333[o] 	(YJL100W OR YLR305C)	YJL100W YLR305C			1	0	1000	0				
r_2825	phosphatidylinositol 4-kinase (1-16:1, 2-18:1), cell envelope	C00002[o] + s_3334[o]  <=> C00080[o] + C00008[o] + s_3335[o] 	(YJL100W OR YLR305C)	YJL100W YLR305C			1	0	1000	0				
r_2826	phosphatidylinositol 4-kinase (1-18:0, 2-18:1), cell envelope	C00002[o] + s_3336[o]  <=> C00080[o] + C00008[o] + s_3337[o] 	(YJL100W OR YLR305C)	YJL100W YLR305C			1	0	1000	0				
r_2827	phosphatidylinositol 4-kinase (1-18:1, 2-18:1), cell envelope	C00002[o] + s_3338[o]  <=> C00080[o] + C00008[o] + s_3339[o] 	(YJL100W OR YLR305C)	YJL100W YLR305C			1	0	1000	0				
r_2828	phosphatidylinositol 4-kinase (1-16:0, 2-16:1), vacuolar membrane	s_3340[z] + C00002[z]  <=> C00080[z] + C00008[z] + s_3343[z] 	YJL100W	YJL100W			1	0	1000	0				
r_2829	phosphatidylinositol 4-kinase (1-16:1, 2-16:1), vacuolar membrane	C00002[z] + s_3344[z]  <=> C00080[z] + C00008[z] + s_3345[z] 	YJL100W	YJL100W			1	0	1000	0				
r_2830	phosphatidylinositol 4-kinase (1-18:0, 2-16:1), vacuolar membrane	C00002[z] + s_3346[z]  <=> C00080[z] + C00008[z] + s_3347[z] 	YJL100W	YJL100W			1	0	1000	0				
r_2831	phosphatidylinositol 4-kinase (1-18:1, 2-16:1), vacuolar membrane	C00002[z] + s_3348[z]  <=> C00080[z] + C00008[z] + s_3349[z] 	YJL100W	YJL100W			1	0	1000	0				
r_2832	phosphatidylinositol 4-kinase (1-16:0, 2-18:1), vacuolar membrane	C00002[z] + s_3350[z]  <=> C00080[z] + C00008[z] + s_3351[z] 	YJL100W	YJL100W			1	0	1000	0				
r_2833	phosphatidylinositol 4-kinase (1-16:1, 2-18:1), vacuolar membrane	C00002[z] + s_3352[z]  <=> C00080[z] + C00008[z] + s_3353[z] 	YJL100W	YJL100W			1	0	1000	0				
r_2834	phosphatidylinositol 4-kinase (1-18:0, 2-18:1), vacuolar membrane	C00002[z] + s_3354[z]  <=> C00080[z] + C00008[z] + s_3355[z] 	YJL100W	YJL100W			1	0	1000	0				
r_2835	phosphatidylinositol 4-kinase (1-18:1, 2-18:1), vacuolar membrane	C00002[z] + s_3356[z]  <=> C00080[z] + C00008[z] + s_3357[z] 	YJL100W	YJL100W			1	0	1000	0				
r_2836	phosphatidylinositol 4-kinase (1-16:0, 2-16:1), Golgi membrane	s_3358[h] + C00002[h]  <=> C00080[h] + C00008[h] + s_3361[h] 	(YNL267W AND YDR373W)	YDR373W YNL267W			1	0	1000	0				
r_2837	phosphatidylinositol 4-kinase (1-16:1, 2-16:1), Golgi membrane	C00002[h] + s_3362[h]  <=> C00080[h] + C00008[h] + s_3363[h] 	(YNL267W AND YDR373W)	YDR373W YNL267W			1	0	1000	0				
r_2838	phosphatidylinositol 4-kinase (1-18:0, 2-16:1), Golgi membrane	C00002[h] + s_3364[h]  <=> C00080[h] + C00008[h] + s_3365[h] 	(YNL267W AND YDR373W)	YDR373W YNL267W			1	0	1000	0				
r_2839	phosphatidylinositol 4-kinase (1-18:1, 2-16:1), Golgi membrane	C00002[h] + s_3366[h]  <=> C00080[h] + C00008[h] + s_3367[h] 	(YNL267W AND YDR373W)	YDR373W YNL267W			1	0	1000	0				
r_2840	phosphatidylinositol 4-kinase (1-16:0, 2-18:1), Golgi membrane	C00002[h] + s_3368[h]  <=> C00080[h] + C00008[h] + s_3369[h] 	(YNL267W AND YDR373W)	YDR373W YNL267W			1	0	1000	0				
r_2841	phosphatidylinositol 4-kinase (1-16:1, 2-18:1), Golgi membrane	C00002[h] + s_3370[h]  <=> C00080[h] + C00008[h] + s_3371[h] 	(YNL267W AND YDR373W)	YDR373W YNL267W			1	0	1000	0				
r_2842	phosphatidylinositol 4-kinase (1-18:0, 2-18:1), Golgi membrane	C00002[h] + s_3372[h]  <=> C00080[h] + C00008[h] + s_3373[h] 	(YNL267W AND YDR373W)	YDR373W YNL267W			1	0	1000	0				
r_2843	phosphatidylinositol 4-kinase (1-18:1, 2-18:1), Golgi membrane	C00002[h] + s_3374[h]  <=> C00080[h] + C00008[h] + s_3375[h] 	(YNL267W AND YDR373W)	YDR373W YNL267W			1	0	1000	0				
r_2844	phosphatidylinositol 4-kinase (1-16:0, 2-16:1), nucleus	C00002[n] + s_3376[n]  <=> C00008[n] + C00080[n] + s_3377[n] 	YNL267W	YNL267W			1	0	1000	0				
r_2845	phosphatidylinositol 4-kinase (1-16:1, 2-16:1), nucleus	C00002[n] + s_3378[n]  <=> C00008[n] + C00080[n] + s_3379[n] 	YNL267W	YNL267W			1	0	1000	0				
r_2846	phosphatidylinositol 4-kinase (1-18:0, 2-16:1), nucleus	C00002[n] + s_3380[n]  <=> C00008[n] + C00080[n] + s_3381[n] 	YNL267W	YNL267W			1	0	1000	0				
r_2847	phosphatidylinositol 4-kinase (1-18:1, 2-16:1), nucleus	C00002[n] + s_3382[n]  <=> C00008[n] + C00080[n] + s_3383[n] 	YNL267W	YNL267W			1	0	1000	0				
r_2848	phosphatidylinositol 4-kinase (1-16:0, 2-18:1), nucleus	C00002[n] + s_3384[n]  <=> C00008[n] + C00080[n] + s_3385[n] 	YNL267W	YNL267W			1	0	1000	0				
r_2849	phosphatidylinositol 4-kinase (1-16:1, 2-18:1), nucleus	C00002[n] + s_3386[n]  <=> C00008[n] + C00080[n] + s_3387[n] 	YNL267W	YNL267W			1	0	1000	0				
r_2850	phosphatidylinositol 4-kinase (1-18:0, 2-18:1), nucleus	C00002[n] + s_3388[n]  <=> C00008[n] + C00080[n] + s_3389[n] 	YNL267W	YNL267W			1	0	1000	0				
r_2851	phosphatidylinositol 4-kinase (1-18:1, 2-18:1), nucleus	C00002[n] + s_3390[n]  <=> C00008[n] + C00080[n] + s_3391[n] 	YNL267W	YNL267W			1	0	1000	0				
r_2852	phosphatidylinositol 3-kinase (1-16:0, 2-16:1), vacuolar membrane	s_3340[z] + C00002[z]  <=> C00080[z] + C00008[z] + s_3392[z] 	(YLR240W AND YBR097W)	YBR097W YLR240W			1	0	1000	0				
r_2853	phosphatidylinositol 3-kinase (1-16:1, 2-16:1), vacuolar membrane	C00002[z] + s_3344[z]  <=> C00080[z] + C00008[z] + s_3393[z] 	(YLR240W AND YBR097W)	YBR097W YLR240W			1	0	1000	0				
r_2854	phosphatidylinositol 3-kinase (1-18:0, 2-16:1), vacuolar membrane	C00002[z] + s_3346[z]  <=> C00080[z] + C00008[z] + s_3394[z] 	(YLR240W AND YBR097W)	YBR097W YLR240W			1	0	1000	0				
r_2855	phosphatidylinositol 3-kinase (1-18:1, 2-16:1), vacuolar membrane	C00002[z] + s_3348[z]  <=> C00080[z] + C00008[z] + s_3395[z] 	(YLR240W AND YBR097W)	YBR097W YLR240W			1	0	1000	0				
r_2856	phosphatidylinositol 3-kinase (1-16:0, 2-18:1), vacuolar membrane	C00002[z] + s_3350[z]  <=> C00080[z] + C00008[z] + s_3396[z] 	(YLR240W AND YBR097W)	YBR097W YLR240W			1	0	1000	0				
r_2857	phosphatidylinositol 3-kinase (1-16:1, 2-18:1), vacuolar membrane	C00002[z] + s_3352[z]  <=> C00080[z] + C00008[z] + s_3397[z] 	(YLR240W AND YBR097W)	YBR097W YLR240W			1	0	1000	0				
r_2858	phosphatidylinositol 3-kinase (1-18:0, 2-18:1), vacuolar membrane	C00002[z] + s_3354[z]  <=> C00080[z] + C00008[z] + s_3398[z] 	(YLR240W AND YBR097W)	YBR097W YLR240W			1	0	1000	0				
r_2859	phosphatidylinositol 3-kinase (1-18:1, 2-18:1), vacuolar membrane	C00002[z] + s_3356[z]  <=> C00080[z] + C00008[z] + s_3399[z] 	(YLR240W AND YBR097W)	YBR097W YLR240W			1	0	1000	0				
r_2860	PI 4-P 5-kinase (1-16:0, 2-16:1), nucleus	C00002[n] + s_3377[n]  <=> C00008[n] + C00080[n] + s_3400[n] 	YDR208W	YDR208W			1	0	1000	0				
r_2861	PI 4-P 5-kinase (1-16:1, 2-16:1), nucleus	C00002[n] + s_3379[n]  <=> C00008[n] + C00080[n] + s_3401[n] 	YDR208W	YDR208W			1	0	1000	0				
r_2862	PI 4-P 5-kinase (1-18:0, 2-16:1), nucleus	C00002[n] + s_3381[n]  <=> C00008[n] + C00080[n] + s_3402[n] 	YDR208W	YDR208W			1	0	1000	0				
r_2863	PI 4-P 5-kinase (1-18:1, 2-16:1), nucleus	C00002[n] + s_3383[n]  <=> C00008[n] + C00080[n] + s_3403[n] 	YDR208W	YDR208W			1	0	1000	0				
r_2864	PI 4-P 5-kinase (1-16:0, 2-18:1), nucleus	C00002[n] + s_3385[n]  <=> C00008[n] + C00080[n] + s_3404[n] 	YDR208W	YDR208W			1	0	1000	0				
r_2865	PI 4-P 5-kinase (1-16:1, 2-18:1), nucleus	C00002[n] + s_3387[n]  <=> C00008[n] + C00080[n] + s_3405[n] 	YDR208W	YDR208W			1	0	1000	0				
r_2866	PI 4-P 5-kinase (1-18:0, 2-18:1), nucleus	C00002[n] + s_3389[n]  <=> C00008[n] + C00080[n] + s_3406[n] 	YDR208W	YDR208W			1	0	1000	0				
r_2867	PI 4-P 5-kinase (1-18:1, 2-18:1), nucleus	C00002[n] + s_3391[n]  <=> C00008[n] + C00080[n] + s_3407[n] 	YDR208W	YDR208W			1	0	1000	0				
r_2868	PI 4-P 5-kinase (1-16:0, 2-16:1), cell envelope	C00002[o] + s_3325[o]  <=> C00080[o] + C00008[o] + s_3408[o] 	YDR208W	YDR208W			1	0	1000	0				
r_2869	PI 4-P 5-kinase (1-16:1, 2-16:1), cell envelope	C00002[o] + s_3327[o]  <=> C00080[o] + C00008[o] + s_3409[o] 	YDR208W	YDR208W			1	0	1000	0				
r_2870	PI 4-P 5-kinase (1-18:0, 2-16:1), cell envelope	C00002[o] + s_3329[o]  <=> C00080[o] + C00008[o] + s_3410[o] 	YDR208W	YDR208W			1	0	1000	0				
r_2871	PI 4-P 5-kinase (1-18:1, 2-16:1), cell envelope	C00002[o] + s_3331[o]  <=> C00080[o] + C00008[o] + s_3411[o] 	YDR208W	YDR208W			1	0	1000	0				
r_2872	PI 4-P 5-kinase (1-16:0, 2-18:1), cell envelope	C00002[o] + s_3333[o]  <=> C00080[o] + C00008[o] + s_3412[o] 	YDR208W	YDR208W			1	0	1000	0				
r_2873	PI 4-P 5-kinase (1-16:1, 2-18:1), cell envelope	C00002[o] + s_3335[o]  <=> C00080[o] + C00008[o] + s_3413[o] 	YDR208W	YDR208W			1	0	1000	0				
r_2874	PI 4-P 5-kinase (1-18:0, 2-18:1), cell envelope	C00002[o] + s_3337[o]  <=> C00080[o] + C00008[o] + s_3414[o] 	YDR208W	YDR208W			1	0	1000	0				
r_2875	PI 4-P 5-kinase (1-18:1, 2-18:1), cell envelope	C00002[o] + s_3339[o]  <=> C00080[o] + C00008[o] + s_3415[o] 	YDR208W	YDR208W			1	0	1000	0				
r_2876	PI 3-P 5-kinase (1-16:0, 2-16:1), vacuolar membrane	C00002[z] + s_3392[z]  <=> C00080[z] + C00008[z] + s_3416[z] 	YFR019W	YFR019W			1	0	1000	0				
r_2877	PI 3-P 5-kinase (1-16:1, 2-16:1), vacuolar membrane	C00002[z] + s_3393[z]  <=> C00080[z] + C00008[z] + s_3417[z] 	YFR019W	YFR019W			1	0	1000	0				
r_2878	PI 3-P 5-kinase (1-18:0, 2-16:1), vacuolar membrane	C00002[z] + s_3394[z]  <=> C00080[z] + C00008[z] + s_3418[z] 	YFR019W	YFR019W			1	0	1000	0				
r_2879	PI 3-P 5-kinase (1-18:1, 2-16:1), vacuolar membrane	C00002[z] + s_3395[z]  <=> C00080[z] + C00008[z] + s_3419[z] 	YFR019W	YFR019W			1	0	1000	0				
r_2880	PI 3-P 5-kinase (1-16:0, 2-18:1), vacuolar membrane	C00002[z] + s_3396[z]  <=> C00080[z] + C00008[z] + s_3420[z] 	YFR019W	YFR019W			1	0	1000	0				
r_2881	PI 3-P 5-kinase (1-16:1, 2-18:1), vacuolar membrane	C00002[z] + s_3397[z]  <=> C00080[z] + C00008[z] + s_3421[z] 	YFR019W	YFR019W			1	0	1000	0				
r_2882	PI 3-P 5-kinase (1-18:0, 2-18:1), vacuolar membrane	C00002[z] + s_3398[z]  <=> C00080[z] + C00008[z] + s_3422[z] 	YFR019W	YFR019W			1	0	1000	0				
r_2883	PI 3-P 5-kinase (1-18:1, 2-18:1), vacuolar membrane	C00002[z] + s_3399[z]  <=> C00080[z] + C00008[z] + s_3423[z] 	YFR019W	YFR019W			1	0	1000	0				
r_2884	PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	s_2967[k] + s_3181[k]  <=> s_3019[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2885	PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	s_2967[k] + s_3185[k]  <=> s_3019[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2886	PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	s_2967[k] + s_3187[k]  <=> s_3019[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2887	PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	s_2967[k] + s_3189[k]  <=> s_3019[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2888	PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	s_2967[k] + s_3191[k]  <=> s_3035[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2889	PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	s_2967[k] + s_3193[k]  <=> s_3035[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2890	PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	s_2967[k] + s_3195[k]  <=> s_3035[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2891	PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	s_2967[k] + s_3197[k]  <=> s_3035[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2892	PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	s_2969[k] + s_3181[k]  <=> s_3021[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2893	PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	s_2969[k] + s_3185[k]  <=> s_3021[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2894	PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	s_2969[k] + s_3187[k]  <=> s_3021[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2895	PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	s_2969[k] + s_3189[k]  <=> s_3021[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2896	PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	s_2969[k] + s_3191[k]  <=> s_3037[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2897	PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	s_2969[k] + s_3193[k]  <=> s_3037[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2898	PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	s_2969[k] + s_3195[k]  <=> s_3037[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2899	PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	s_2969[k] + s_3197[k]  <=> s_3037[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2900	PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	s_2971[k] + s_3181[k]  <=> s_3023[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2901	PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	s_2971[k] + s_3185[k]  <=> s_3023[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2902	PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	s_2971[k] + s_3187[k]  <=> s_3023[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2903	PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	s_2971[k] + s_3189[k]  <=> s_3023[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2904	PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	s_2971[k] + s_3191[k]  <=> s_3039[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2905	PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	s_2971[k] + s_3193[k]  <=> s_3039[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2906	PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	s_2971[k] + s_3195[k]  <=> s_3039[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2907	PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	s_2971[k] + s_3197[k]  <=> s_3039[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2908	PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	s_2973[k] + s_3181[k]  <=> s_3025[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2909	PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	s_2973[k] + s_3185[k]  <=> s_3025[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2910	PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	s_2973[k] + s_3187[k]  <=> s_3025[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2911	PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	s_2973[k] + s_3189[k]  <=> s_3025[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2912	PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	s_2973[k] + s_3191[k]  <=> s_3041[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2913	PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	s_2973[k] + s_3193[k]  <=> s_3041[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2914	PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	s_2973[k] + s_3195[k]  <=> s_3041[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2915	PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	s_2973[k] + s_3197[k]  <=> s_3041[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2916	PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	s_2968[k] + s_3181[k]  <=> s_3020[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2917	PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	s_2968[k] + s_3185[k]  <=> s_3020[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2918	PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	s_2968[k] + s_3187[k]  <=> s_3020[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2919	PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	s_2968[k] + s_3189[k]  <=> s_3020[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2920	PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	s_2968[k] + s_3191[k]  <=> s_3036[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2921	PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	s_2968[k] + s_3193[k]  <=> s_3036[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2922	PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	s_2968[k] + s_3195[k]  <=> s_3036[k] + s_3426[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2923	PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	s_2968[k] + s_3197[k]  <=> s_3036[k] + s_3427[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2924	PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	s_2970[k] + s_3181[k]  <=> s_3022[k] + s_3424[k] 	YNR008W	YNR008W			1	-1000	1000	0				
r_2925	PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	s_2970[k] + s_3185[k]  <=> s_3022[k] + s_3425[k] 	YNR008W	YNR008W			1	-1000	1000	0				
