orgId	locusId	sysName	geneName	desc	set1IT078 Glucose (C) (40mM)	set1IT079 Glucose (C) (40mM)	set1IT080 Glucose (C) (20mM)	set1IT081 Glucose (C) (20mM)	set1IT082 4-Hydroxyvalerate (C) (40mM)	set1IT083 4-Hydroxyvalerate (C) (40mM)	set1IT084 Acetate Carbon Source (20mM)	set1IT085 Acetate Carbon Source (20mM)	set1IT086 Acetate Carbon Source (5mM)	set1IT087 Acetate Carbon Source (5mM)	set5IT075 D-Glucose (C)	set5IT076 D-Glucose (C)	set5IT081 Levulinic Acid (C)	set5IT082 Levulinic Acid (C)	set5IT083 Levulinic Acid (C)	set5IT084 Levulinic Acid (C)
Putida	PP_2591	PP_2591		Ferric anguibactin-binding protein	-0.284	0.116	-0.113	-0.045	-0.224	-0.249	-0.184	-0.105	-0.056	0.166	-0.127	0.141	-0.022	0.153	-0.090	0.072
Putida	PP_2592	PP_2592		Ferric siderophore ABC transporter, ATP-binding protein	-0.070	-0.151	-0.514	-0.442	0.170	0.007	-0.165	-0.160	-0.009	-0.934	-0.507	-0.266	-0.104	0.417	-0.214	-0.223
Putida	PP_2593	PP_2593		Ferric siderophore ABC transporter, permease protein	-0.057	0.117	0.135	0.113	-0.339	-0.058	-0.163	-0.045	-0.123	-0.242	0.045	-0.016	-0.217	-0.006	0.185	0.187
Putida	PP_2594	PP_2594		Ferric anguibactin transport system permease protein FatD	-0.116	0.036	-0.261	0.307	-0.130	-0.070	0.087	0.072	-0.014	-0.016	0.039	-0.085	0.065	0.108	0.178	0.011
Putida	PP_2595	PP_2595		putative ABC transporter, permease/ATP-binding protein	0.283	0.401	0.265	-0.063	0.399	-0.123	0.193	-0.115	0.054	-0.182	0.331	0.393	-0.101	0.038	0.020	0.047
Putida	PP_2596	PP_2596		putative ABC transporter, permease/ATP-binding protein	0.140	0.351	0.157	0.156	0.528	0.416	0.148	0.118	0.411	0.003	-0.254	-0.109	-0.143	-0.074	-0.069	-0.050
Putida	PP_2597	PP_2597		conserved protein of unknown function	-0.067	-0.057	-0.155	-0.163	0.090	-0.390	-0.051	-0.568	-0.331	0.211	-0.350	-0.060	-0.193	-0.057	0.174	-0.116
Putida	PP_2599	PP_2599		Chemotaxis sensory transducer family protein	0.179	0.155	0.006	0.072	0.171	0.026	0.135	0.007	0.215	0.098	-0.189	-0.194	-0.069	-0.147	-0.262	-0.115
Putida	PP_2600	PP_2600		conserved protein of unknown function	0.024	0.070	-0.083	-0.201	-0.260	0.011	-0.099	-0.305	-0.132	-0.255	0.064	0.157	0.108	-0.033	-0.040	0.089
Putida	PP_2601	PP_2601		Transcriptional regulator, IclR family	0.232	0.230	0.163	0.407	0.288	0.344	0.310	0.553	0.176	0.271	0.144	-0.070	0.180	-0.004	-0.082	0.181
Putida	PP_2602	PP_2602		putative 4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase	0.091	-0.010	0.027	0.160	-0.089	0.234	0.294	-0.010	0.442	-0.191	-0.025	-0.281	-0.198	0.323	-0.261	0.168
Putida	PP_2603	PP_2603		conserved protein of unknown function	0.191	-0.014	0.003	0.250	-0.252	0.058	-0.165	-0.045	0.299	0.182	0.149	-0.193	0.178	-0.019	0.069	-0.079
Putida	PP_2604	PP_2604		major facilitator family transporter	-0.067	-0.165	-0.008	-0.086	-0.092	-0.139	0.001	-0.037	0.084	-0.083	0.043	-0.044	0.187	-0.003	0.150	0.225
Putida	PP_2605	PP_2605		conserved protein of unknown function	0.239	0.135	0.240	0.133	0.182	0.185	-0.033	0.132	0.356	-0.077	-0.115	0.064	-0.095	-0.079	-0.036	-0.078
Putida	PP_2607	PP_2607		conserved exported protein of unknown function	-0.206	-0.187	-0.164	-0.111	-0.316	-0.253	-0.274	0.089	-0.163	-0.196	-0.161	0.190	0.050	0.112	-0.042	0.051
Putida	PP_2608	PP_2608		Shikimate dehydrogenase family protein	-0.032	0.050	0.173	0.126	-0.162	-0.076	0.009	-0.186	-0.232	-0.014	0.074	0.247	-0.061	-0.084	0.078	0.118
Putida	PP_2609	PP_2609		Transcriptional regulator, IclR family	-0.023	-0.142	0.057	0.054	0.014	0.076	-0.074	0.011	0.036	-0.060	-0.053	0.047	-0.008	-0.072	-0.056	-0.148
Putida	PP_2610	PP_2610		conserved protein of unknown function	0.090	-0.216	0.007	-0.089	0.080	-0.005	0.135	0.140	-0.097	-0.022	0.139	-0.069	-0.101	-0.344	0.009	-0.072
Putida	PP_2611	PP_2611		membrane protein of unknown function	-0.295	-0.057	-0.180	-0.333	0.107	-0.180	0.051	0.388	0.365	0.292	0.097	-0.055	0.235	0.473	0.317	-0.223
Putida	PP_2612	PP_2612		conserved membrane protein of unknown function	0.040	-0.185	-0.199	-0.147	-0.227	0.064	-0.057	-0.147	-0.298	-0.118	-0.217	-0.031	-0.088	-0.075	-0.086	-0.026
Putida	PP_2613	PP_2613		conserved protein of unknown function	0.086	0.291	0.283	0.408	0.320	0.485	0.356	0.317	0.242	0.325	0.060	0.086	0.170	0.071	0.187	0.095
Putida	PP_2614	PP_2614		type 6 secretion system protein	-0.140	-0.021	-0.094	-0.269	-0.131	-0.004	-0.137	-0.106	-0.272	-0.123	-0.034	-0.122	0.147	0.009	-0.067	0.022
Putida	PP_2615	PP_2615		hemolysin-coregulated protein	0.260	0.927	0.349	0.323	0.124	0.166	0.040	0.410	0.154	0.410	0.176	-0.094	0.111	0.378	-0.112	0.073
Putida	PP_2616	PP_2616		conserved protein of unknown function	-0.129	-0.182	0.182	-0.228	-0.116	-0.274	0.102	0.314	-0.010	0.360	0.068	0.240	0.153	-0.239	-0.047	0.348
Putida	PP_2617	PP_2617		conserved protein of unknown function	-0.188	0.121	0.014	-0.142	-0.071	-0.155	-0.048	-0.053	0.008	-0.051	-0.029	-0.157	-0.060	0.224	0.105	0.088
Putida	PP_2618	PP_2618		conserved exported protein of unknown function	-0.440	-0.215	-0.049	-0.108	-0.110	-0.202	-0.187	0.172	0.008	-0.126	-0.031	-0.010	-0.027	-0.207	0.022	0.075
Putida	PP_2619	PP_2619		FHA domain protein	-0.291	0.230	-0.315	-0.133	-0.430	-0.144	-0.282	-0.133	-0.112	-0.298	0.061	0.021	0.093	0.097	0.172	0.211
Putida	PP_2620	PP_2620		conserved protein of unknown function	0.133	0.041	0.131	0.031	-0.067	0.136	0.094	0.031	-0.142	0.174	0.035	0.032	-0.018	-0.194	-0.108	-0.101
Putida	PP_2621	PP_2621		conserved protein of unknown function	-0.098	0.008	-0.006	0.060	-0.170	-0.122	0.104	-0.207	-0.027	0.023	-0.149	0.080	0.138	-0.135	0.142	0.313
Putida	PP_2622	PP_2622		conserved protein of unknown function	0.414	-0.260	0.061	0.113	0.222	0.346	0.027	0.355	-0.315	-0.011	-0.039	0.080	-0.292	-0.088	-0.121	-0.168
Putida	PP_2623	PP_2623		conserved protein of unknown function	0.159	-0.112	0.173	0.268	0.060	0.028	-0.062	0.011	0.367	0.353	0.231	0.158	-0.157	0.060	0.161	0.069
Putida	PP_2624	PP_2624		conserved protein of unknown function	0.208	0.200	-0.055	0.102	-0.085	-0.214	0.127	0.297	-0.153	-0.314	-0.019	-0.029	-0.209	-0.123	-0.068	-0.348
Putida	PP_2625	PP_2625		conserved exported protein of unknown function	-0.358	0.030	0.195	0.207	0.252	-0.136	0.176	0.241	0.100	-0.329	-0.301	-0.346	-0.141	-0.077	-0.074	-0.179
Putida	PP_2626	PP_2626		conserved protein of unknown function	0.091	0.038	-0.123	0.062	-0.213	0.037	0.097	0.042	-0.124	0.315	-0.251	-0.359	-0.188	-0.234	-0.265	-0.379
Putida	PP_2627	PP_2627		conserved membrane protein of unknown function	-0.124	-0.054	-0.229	-0.118	-0.099	-0.130	-0.214	-0.128	-0.072	-0.034	0.034	-0.044	0.040	-0.054	-0.021	-0.108
Putida	PP_2628	PP_2628		Uncharacterized ABC transporter ATP-binding protein HI_1051	-0.080	0.095	0.035	-0.224	-0.094	-0.049	-0.172	0.077	-0.005	-0.045	-0.012	-0.030	0.067	-0.269	-0.105	-0.112
Putida	PP_2631	PP_2631		putative cellulose biosynthesis, BcsF/YhjT	-0.323	0.359	-0.480	-0.814	-0.711	-1.284	-0.856	-1.289	-0.112	-1.507	-0.481	-0.428	-0.172	-0.772	-0.679	-0.154
Putida	PP_2632	PP_2632		putative endoglucanase	0.138	0.221	0.060	0.191	0.016	0.201	-0.055	0.135	-0.002	0.009	0.149	0.331	0.096	-0.053	0.150	0.271
Putida	PP_2633	PP_2633		conserved protein of unknown function	-0.175	0.024	-0.134	-0.795	-0.267	-0.234	-0.230	-0.000	0.275	0.028	0.304	-0.271	-0.960	-0.183	0.152	-0.274
Putida	PP_2634	PP_2634		putative Cellulose synthase	-0.079	-0.165	-0.221	-0.016	0.210	0.051	-0.029	0.104	-0.170	0.384	0.046	0.139	0.033	-0.244	0.102	0.231
Putida	PP_2635	PP_2635		cellulose synthase and translocator subunit	0.032	0.022	0.049	0.204	0.028	0.002	0.125	0.155	0.177	0.141	-0.057	-0.049	0.033	-0.146	-0.078	-0.058
Putida	PP_2636	PP_2636		cellulose synthase and translocator subunit	-0.013	0.112	-0.051	-0.148	-0.016	-0.002	-0.035	0.128	0.291	0.119	0.155	0.057	0.056	-0.080	0.068	0.189
Putida	PP_2637	PP_2637		endo-1,4-D-glucanase subunit of cellulose synthase	0.048	-0.050	0.239	0.227	0.180	0.244	0.077	0.029	0.196	0.198	-0.020	-0.118	0.175	0.152	-0.030	0.009
Putida	PP_2638	PP_2638		putative Cellulose synthase operon C protein	-0.055	0.090	-0.005	0.061	0.080	0.071	-0.030	-0.033	0.036	0.112	0.012	-0.034	0.004	-0.188	-0.094	-0.022
Putida	PP_2639	PP_2639		4-hydroxy-tetrahydrodipicolinate synthase	-0.037	0.186	-0.084	0.076	0.028	-0.151	-0.068	0.066	0.061	-0.136	-0.127	-0.049	0.047	-0.234	-0.058	0.021
Putida	PP_2640	PP_2640		Acetyltransferase, GNAT family	0.511	0.266	0.389	0.690	0.023	0.217	0.516	0.639	0.215	0.694	0.219	0.361	0.081	0.180	-0.094	0.244
Putida	PP_2641	PP_2641		Iron-sulfur cluster-binding protein	-0.196	0.144	0.005	0.002	0.059	0.147	0.008	0.025	0.097	-0.048	0.080	0.053	-0.057	0.121	0.176	0.146
Putida	PP_2642	PP_2642		Transcriptional regulator, GntR family	0.051	0.067	-0.007	0.068	0.172	0.001	0.071	0.111	-0.099	0.106	0.030	0.068	-0.056	-0.031	0.164	0.050
Putida	PP_2643	PP_2643		aromatic acid chemoreceptor	0.113	-0.086	-0.058	0.139	0.102	0.236	-0.064	-0.036	-0.155	-0.004	0.134	0.034	0.094	0.056	-0.097	0.036
Putida	PP_2645	PP_2645		magnesium transporter, ATP-dependent	0.027	0.162	0.001	-0.067	0.112	-0.082	0.159	0.048	0.048	-0.005	0.077	0.123	0.047	0.136	0.014	0.190
Putida	PP_2646	PP_2646		conserved protein of unknown function	0.847	0.235	0.383	0.374	-0.057	0.668	0.634	0.707	0.560	0.593	-0.537	-0.456	-0.296	-0.423	-0.357	-0.108
Putida	PP_2647	PP_2647		Major facilitator family transporter	-0.548	-0.181	-0.086	-0.356	-0.320	0.048	-0.154	-0.118	-0.117	-0.244	0.097	0.160	0.105	-0.139	-0.157	0.267
Putida	PP_2648	PP_2648		Universal stress protein family	-0.403	0.060	-0.207	-0.205	-0.103	0.063	0.092	-0.433	0.178	0.129	-0.013	0.292	0.173	0.574	0.135	0.030
Putida	PP_2649	PP_2649		Transcriptional regulator, LysR family	-0.355	-0.146	-0.301	-0.392	-0.029	0.202	0.152	0.148	-0.005	0.177	0.096	-0.009	0.084	0.059	-0.090	0.050
Putida	PP_2650	PP_2650		putative 4-hydroxybutyrate dehydrogenase	0.147	0.225	0.076	-0.646	0.080	0.153	0.093	-0.134	-0.343	0.374	0.093	0.165	-0.515	0.227	-0.469	0.065
Putida	PP_2651	PP_2651		Major facilitator family transporter	0.138	-0.030	0.017	-0.131	0.121	0.152	0.026	0.135	-0.048	-0.312	0.149	0.125	0.196	0.133	0.337	-0.071
Putida	PP_2652	PP_2652		putative Hydratase/decarboxylase	0.073	-0.137	0.022	-0.025	-0.050	-0.269	-0.148	-0.050	0.089	0.021	-0.179	-0.124	-0.310	-0.161	0.004	-0.110
Putida	PP_2653	PP_2653		Transcriptional regulator, Cro/CI family	0.156	-0.155	-0.232	-0.656	-0.160	0.218	-0.039	-0.422	-0.853	-0.034	0.050	-0.218	-0.216	-0.194	-0.101	-0.222
Putida	PP_2654	PP_2654		putative Glutathione S-transferase	0.145	-0.076	0.027	-0.093	-0.256	0.185	-0.022	0.218	-0.212	-0.112	-0.110	-0.141	0.340	-0.129	-0.216	-0.104
Putida	PP_2655	PP_2655		conserved protein of unknown function	-0.291	0.460	-0.010	0.399	-0.223	-0.217	0.033	-0.013	0.525	0.053	0.003	0.032	0.311	-0.130	0.397	-0.007
Putida	PP_2656	PP_2656		phosphate ABC transporter	0.003	0.157	0.216	0.013	0.045	0.030	0.017	-0.074	0.061	-0.112	-0.017	-0.029	0.055	0.270	0.104	-0.015
Putida	PP_2657	PP_2657		phosphate ABC transporter	0.056	-0.163	-0.039	-0.052	-0.152	-0.021	-0.114	0.053	-0.107	-0.261	-0.112	0.050	-0.054	0.044	0.110	0.032
Putida	PP_2658	PP_2658		phosphate ABC transporter	0.019	0.374	0.031	0.288	0.040	0.111	0.313	-0.179	0.194	0.487	0.085	0.490	0.223	0.080	0.323	0.264
Putida	PP_2659	PP_2659		phosphate ABC transporter ATP-binding protein	0.045	0.046	-0.110	-0.169	0.010	-0.064	0.146	-0.050	-0.250	0.046	-0.038	-0.022	0.120	-0.148	-0.009	-0.081
Putida	PP_2660	PP_2660		conserved protein of unknown function	-0.129	-0.124	-0.213	-0.362	-0.176	-0.137	-0.193	-0.402	-0.129	0.086	0.072	-0.008	0.042	0.138	0.063	0.074
Putida	PP_2661	PP_2661		conserved protein of unknown function	0.165	-0.001	0.010	-0.444	0.113	0.547	0.313	0.330	-0.248	-0.190	-0.327	0.007	0.097	0.215	0.261	0.125
Putida	PP_2662	PP_2662		conserved exported protein of unknown function	-0.121	-0.084	-0.082	-0.209	-0.119	0.058	-0.158	-0.068	0.042	-0.188	-0.127	-0.044	0.155	-0.020	-0.102	-0.117
Putida	PP_2663	PP_2663		conserved protein of unknown function	0.042	0.119	0.099	0.136	0.105	0.246	0.303	-0.210	0.220	0.289	0.051	-0.182	0.040	-0.278	-0.048	-0.195
Putida	PP_2664	PP_2664		putative hybrid sensor and regulator, histidine kinase	0.073	0.015	0.075	-0.079	0.260	0.187	0.126	0.100	0.067	-0.050	-0.055	-0.128	0.133	-0.080	0.004	-0.123
Putida	PP_2665	PP_2665		Glycerol metabolism activator	0.341	0.258	-0.088	-0.203	-0.058	0.151	0.130	0.057	0.093	0.078	0.523	0.120	0.345	0.146	0.174	0.347
Putida	PP_2666	PP_2666		conserved exported protein of unknown function	0.174	0.176	0.327	0.198	0.037	0.189	0.150	0.130	0.247	0.285	-0.076	0.041	0.094	0.053	0.082	-0.177
Putida	PP_2667	PP_2667		ABC transporter	-0.023	-0.236	0.105	-0.216	-0.261	-0.075	-0.139	-0.032	0.147	-0.281	-0.313	-0.236	0.048	0.044	0.106	-0.119
Putida	PP_2668	PP_2668		ABC efflux transporter, ATP-binding protein	-0.215	-0.258	0.089	-0.210	-0.331	-0.187	-0.671	-0.491	-0.132	-0.056	-0.309	-0.058	-0.091	0.016	-0.155	-0.637
Putida	PP_2669	PP_2669		putative Outer membrane protein	0.298	0.365	-0.059	-0.092	0.031	0.262	0.195	0.058	0.348	0.302	-0.276	-0.302	0.033	0.052	0.032	-0.110
Putida	PP_2671	PP_2671		Sensor histidine kinase	0.178	-0.134	0.273	-0.093	0.032	-0.257	0.101	-0.132	-0.059	-0.194	-0.055	-0.248	-0.129	-0.116	0.000	0.010
Putida	PP_2672	PP_2672		Transcriptional activator protein ExaE	0.272	-0.190	-0.331	-0.177	-0.117	-0.070	0.472	-0.320	0.424	0.208	0.006	-0.043	0.094	-0.210	-0.083	-0.128
Putida	PP_2674	PP_2674		quinoprotein ethanol dehydrogenase	0.264	0.111	0.234	-0.082	0.092	-0.014	0.098	0.175	-0.128	0.040	0.103	0.073	-0.053	0.458	0.153	0.162
Putida	PP_2675	PP_2675		Cytochrome c-type protein	0.526	0.326	0.276	-0.077	0.120	0.093	-0.288	0.440	0.006	0.136	-0.332	0.005	-0.025	0.450	0.556	0.460
Putida	PP_2676	PP_2676		putative Periplasmic binding protein	0.086	0.029	-0.091	-0.215	0.165	-0.001	0.049	-0.022	0.184	0.093	-0.088	-0.267	0.061	0.114	-0.198	-0.031
Putida	PP_2677	PP_2677		conserved exported protein of unknown function	0.028	-0.081	-0.201	0.087	-0.235	0.326	-0.063	-0.278	0.066	-0.446	0.797	0.169	-0.255	-0.101	0.253	0.105
Putida	PP_2678	PP_2678		putative Hydrolase	-0.251	0.328	0.086	0.299	0.325	0.355	0.017	-0.054	-0.272	0.073	-0.079	0.008	-0.030	-0.373	-0.280	-0.167
Putida	PP_2679	PP_2679		quinoprotein ethanol dehydrogenase	-0.021	-0.054	-0.084	0.109	-0.065	-0.132	-0.016	0.173	-0.097	-0.133	-0.234	-0.215	-0.091	-0.267	-0.232	-0.106
Putida	PP_2680	PP_2680		aldehyde dehydrogenase	-0.217	-0.053	-0.293	-0.264	-0.304	-0.174	0.173	-0.004	0.198	0.020	0.134	0.307	0.303	-0.016	0.056	0.081
Putida	PP_2681	PP_2681		coenzyme PQQ synthesis protein D	-0.964	0.149	0.468	0.342	-0.170	-0.002	0.039	0.398	-0.344	-0.197	-0.336	0.062	-0.135	0.383	-0.861	-0.187
Putida	PP_2682	PP_2682		Fe-containing alcohol dehydrogenase	0.311	0.099	-0.323	0.147	-0.100	-0.342	-0.060	-0.084	-0.140	-0.373	0.008	0.031	-0.270	-0.060	-0.092	-0.353
Putida	PP_2683	PP_2683		putative sensory box histidine kinase/response regulator	-0.082	-0.301	-0.214	0.089	-0.189	-0.280	-0.156	0.018	0.269	-0.361	0.308	0.377	0.431	0.324	-0.025	-0.048
Putida	PP_2684	PP_2684		conserved membrane protein of unknown function	-0.090	-0.202	0.042	-0.611	-0.167	-0.069	-0.201	0.025	0.225	-0.497	-0.349	0.113	-0.251	0.114	-0.154	-0.024
Putida	PP_2685	PP_2685		conserved protein of unknown function	0.071	-0.268	0.017	-0.262	0.128	-0.030	0.009	0.181	0.025	-0.308	-0.100	-0.025	0.372	0.116	0.143	0.130
Putida	PP_2686	PP_2686		Transglutaminase-like superfamily domain protein	0.104	0.252	0.085	0.087	0.072	0.111	0.024	0.195	0.108	0.264	0.163	-0.029	0.172	0.064	0.054	0.065
Putida	PP_2687	PP_2687		conserved protein of unknown function	0.071	-0.345	-0.057	-0.377	0.007	-0.200	0.010	-0.009	-0.070	0.037	0.052	0.190	0.122	0.135	0.230	0.119
Putida	PP_2688	PP_2688		conserved protein of unknown function	-0.003	-0.057	0.083	0.080	0.124	0.126	-0.022	0.158	0.159	-0.085	0.096	-0.026	0.018	0.093	0.016	0.135
Putida	PP_2689	PP_2689		putative Endoribonuclease	-0.000	-0.011	0.271	0.214	0.231	0.050	0.141	0.279	0.291	0.100	-0.269	-0.180	-0.123	-0.169	-0.126	-0.109
Putida	PP_2690	PP_2690		conserved protein of unknown function	-0.000	0.021	-0.003	0.045	0.210	0.155	0.145	-0.004	-0.023	-0.290	0.022	0.097	0.146	0.176	0.001	0.234
Putida	PP_2691	PP_2691		conserved protein of unknown function	0.275	0.131	0.383	0.288	0.089	0.316	-0.024	0.157	-0.002	0.210	-0.324	-0.013	-0.283	-0.116	-0.019	0.063
Putida	PP_2692	PP_2692		putative Transporter, BCCT family	0.109	0.200	0.076	0.129	-0.129	0.003	0.154	0.222	-0.087	-0.230	0.031	0.013	0.204	0.220	-0.023	-0.064
Putida	PP_2693	PP_2693		putative Dipeptidase	-0.035	-0.315	-0.062	-0.131	-0.154	-0.400	-0.332	-0.051	-0.048	-0.079	-0.197	-0.038	-0.301	-0.030	0.087	0.143
Putida	PP_2694	PP_2694		Aldehyde dehydrogenase family protein	-0.129	-0.089	0.023	-0.172	-0.139	-0.244	-0.272	-0.025	-0.170	-0.349	0.183	0.237	0.281	0.101	0.042	0.217
Putida	PP_2695	PP_2695		Transcriptional regulator, LysR family	-0.135	0.112	-0.193	0.351	0.353	0.012	-0.204	-0.156	-0.079	0.099	0.152	-0.166	0.099	0.325	0.357	0.121
Putida	PP_2696	PP_2696		DNA-binding transcriptional regulator, homocysteine-binding	0.090	0.262	-0.072	0.160	0.134	0.182	-0.007	0.095	0.043	0.113	0.099	0.170	0.037	-0.175	0.109	-0.042
Putida	PP_2697	PP_2697		putative oxidoreductase containing a flavin reductase domain	-0.001	0.205	-0.001	0.218	-0.067	-0.191	-0.024	-0.125	0.042	-0.169	-0.153	-0.292	0.073	-0.023	0.040	-0.129
Putida	PP_2698	PP_2698		5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase	-0.147	0.197	-0.015	0.108	0.256	0.389	-0.148	0.157	-0.007	0.047	-0.154	-0.094	-0.072	0.123	0.105	0.006
Putida	PP_2699	PP_2699		conserved protein of unknown function	0.197	0.122	0.051	0.157	-0.006	0.107	-0.083	0.252	-0.012	0.151	0.071	-0.092	-0.196	-0.105	-0.019	0.080
Putida	PP_2700	PP_2700		AhpC/TSA family protein	-0.055	0.112	0.003	0.109	-0.075	0.457	-0.155	0.458	0.171	-0.243	0.057	0.007	0.182	0.099	0.533	0.369
Putida	PP_2701	PP_2701		Transcriptional regulator, LysR family	0.007	-0.011	-0.083	-0.043	-0.449	-0.423	-0.069	0.202	-0.202	0.161	-0.285	-0.132	0.325	-0.181	0.163	-0.112
Putida	PP_2702	PP_2702		putative Porin	-0.146	-0.012	-0.005	-0.101	-0.136	0.004	0.021	-0.034	0.082	-0.235	0.142	0.111	0.387	-0.033	-0.089	0.151
Putida	PP_2703	PP_2703		major facilitator transporter	-0.027	0.149	0.089	0.002	0.066	0.065	0.114	0.015	-0.035	-0.031	-0.207	-0.012	-0.073	0.075	0.047	-0.023
Putida	PP_2704	PP_2704		Peptidase, M20/M25/M40 family	0.011	-0.163	-0.343	-0.011	-0.062	-0.032	-0.103	-0.033	0.093	-0.160	-0.028	0.019	-0.102	0.079	0.018	-0.055
Putida	PP_2705	PP_2705		conserved protein of unknown function	0.067	-0.427	-0.189	0.196	-0.395	-0.002	0.181	-0.375	-0.414	0.236	0.351	0.240	0.310	0.403	0.209	0.357
Putida	PP_2707	PP_2707		putative Exodeoxyribonuclease III	0.096	0.216	0.315	0.214	0.195	0.138	0.249	0.172	0.292	0.230	0.032	0.018	0.076	0.095	-0.009	-0.035
Putida	PP_2708	PP_2708		conserved protein of unknown function	-0.013	-0.146	0.087	0.312	-0.054	0.083	0.004	0.128	0.005	-0.076	-0.032	0.031	-0.071	0.124	-0.085	-0.138
Putida	PP_2709	PP_2709		putative Long-chain-fatty-acid--CoA ligase	-0.103	0.054	0.005	0.052	0.033	0.080	0.102	-0.182	-0.033	-0.131	0.078	0.080	-0.027	-0.207	-0.062	-0.029
Putida	PP_2710	PP_2710		conserved protein of unknown function	-0.224	0.030	-0.226	0.009	-0.027	-0.434	-0.028	-0.477	-0.060	0.049	-0.308	-0.037	-0.090	0.089	0.030	-0.207
Putida	PP_2711	PP_2711		Oxidoreductase, short-chain dehydrogenase/reductase family	0.274	-0.137	0.020	0.246	0.137	0.520	0.196	0.303	0.154	0.218	0.064	0.259	0.197	0.017	-0.009	0.037
Putida	PP_2712	PP_2712		conserved exported protein of unknown function	0.052	-0.074	-0.076	0.085	0.392	0.516	0.029	0.106	0.227	0.587	-0.597	0.161	-0.421	-0.177	-0.433	0.211
Putida	PP_2713	PP_2713		DNA-binding response regulator	-0.093	-0.004	0.042	-0.042	0.040	0.066	0.110	0.124	-0.180	-0.211	0.160	0.375	0.246	0.175	0.560	0.396
Putida	PP_2714	PP_2714		Sensor histidine kinase	0.165	0.234	0.263	0.141	-0.184	-0.196	0.272	0.152	0.271	0.265	0.028	-0.041	-0.009	-0.207	0.049	-0.083
Putida	PP_2715	PP_2715		ArsH protein	0.139	0.262	0.318	0.259	-0.025	0.190	0.353	-0.165	0.282	0.099	0.008	0.237	0.058	-0.071	0.149	0.053
Putida	PP_2716	PP_2716		arsenate reductase	-0.133	-0.415	-0.237	-0.760	-0.121	-0.226	-0.367	-0.595	-0.528	-0.687	-0.343	-0.070	0.110	-0.171	0.318	0.381
Putida	PP_2717	PP_2717		arsenite/antimonite transporter	-0.439	-0.309	-0.178	0.025	-0.249	-0.047	0.080	0.068	-0.473	-0.391	0.073	-0.194	0.047	0.197	0.019	-0.026
Putida	PP_2718	PP_2718		arsenic resistance transcriptional regulator	0.094	-0.217	0.036	-0.242	0.189	-0.308	-0.111	0.356	0.111	-0.003	-0.410	-0.683	-0.152	0.074	-0.278	-0.494
Putida	PP_2720	PP_2720		conserved protein of unknown function	0.722	0.208	-0.220	0.346	-0.514	-1.103	0.355	-0.283	-0.826	0.953	-0.582	-1.031	-1.157	-0.293	-0.494	0.165
Putida	PP_2721	PP_2721		conserved membrane protein of unknown function	0.281	0.168	-0.077	0.122	0.042	-0.145	-0.154	-0.028	0.237	-0.088	0.121	-0.088	-0.111	-0.230	-0.054	-0.062
Putida	PP_2722	PP_2722		conserved protein of unknown function	-0.283	-0.100	-0.131	-0.175	-0.225	-0.068	-0.534	-0.291	-0.590	-0.594	-0.681	-0.314	-0.086	-0.481	-0.310	-0.373
Putida	PP_2723	PP_2723		Uncharacterized oxidoreductase YhdF	-0.136	-0.050	-0.112	0.173	0.029	-0.277	-0.030	-0.625	0.087	0.240	-0.133	0.044	0.123	-0.175	-0.167	0.062
Putida	PP_2724	PP_2724		conserved protein of unknown function	-0.162	0.063	-0.074	0.199	0.154	0.349	-0.075	0.066	-0.254	0.050	0.252	0.039	-0.091	0.109	0.063	0.181
Putida	PP_2725	PP_2725		Protease PfpI	0.113	0.200	1.051	0.891	0.341	0.362	-0.238	0.730	0.552	0.253	0.308	-0.443	0.029	-0.192	0.274	-0.208
Putida	PP_2726	PP_2726		conserved membrane protein of unknown function	0.320	0.264	-0.135	-0.268	0.165	0.331	-0.104	-0.396	0.052	0.443	0.208	0.139	-0.115	-0.184	0.019	-0.353
Putida	PP_2727	PP_2727		putative C-factor	-0.333	-0.513	0.376	0.733	0.305	0.328	0.350	-0.010	0.184	0.337	0.193	0.596	1.375	0.771	1.504	0.328
Putida	PP_2729	PP_2729		conserved protein of unknown function	-0.190	0.185	0.210	0.034	-0.544	0.250	0.063	0.024	-0.030	-0.032	-0.117	-0.119	0.057	0.346	-0.110	-0.155
Putida	PP_2730	PP_2730		putative Lipoprotein	-0.308	-0.087	-0.003	-0.100	-0.148	-0.260	-0.307	-0.071	-0.374	-0.161	0.125	0.010	0.238	0.025	0.178	0.288
Putida	PP_2732	PP_2732		conserved protein of unknown function	-0.008	-0.035	-0.347	0.024	-0.435	0.062	-0.076	-0.063	-0.140	0.207	-0.103	0.027	-0.049	-0.028	-0.129	-0.032
Putida	PP_2733	PP_2733		conserved membrane protein of unknown function	0.051	-0.089	0.080	-0.200	0.225	0.098	-0.015	-0.095	0.027	-0.207	0.060	-0.287	0.101	-0.254	0.167	0.054
Putida	PP_2734	PP_2734		Cyclopropane-fatty-acyl-phospholipid synthase	-0.118	-0.219	0.024	-0.168	-0.144	-0.351	-0.195	-0.265	-0.045	-0.111	-0.091	0.083	0.239	-0.020	-0.264	0.169
Putida	PP_2735	PP_2735		conserved protein of unknown function	0.077	0.285	0.208	0.066	0.046	-0.023	0.117	0.060	-0.072	0.031	-0.171	-0.088	-0.044	-0.042	0.058	-0.010
